,Item,Data_do_lancamento,Entradas_Qtd,Entradas_Valor,Saidas_Qtd,Saidas_Valor,Saldo_Inicial_Qtd,Saldo_Inicial_Valor,Saldo_Final_Qtd,Saldo_Final_Valor
5667,JVB-301-01,03/07/2013,"0,0","0,0","49,0","325,66999999999996","2239,0","14857,470000000008","2190,0","14531,800000000008"
5668,41.01.053-3,03/07/2013,"0,0","0,0","64,0","16,59","40777,0","10615,549999999997","40713,0","10598,959999999997"
5669,41.02.051-2,03/07/2013,"0,0","0,0","3562,0","324,7500000000001","128974,0","11176,519999999997","125412,0","10851,769999999997"
5670,81.30.019-4,04/07/2013,"200,0","2868,24","319,0","4574,849999999999","6842,0","98122,52000000006","6723,0","96415,91000000006"
5671,82.10.355-4,04/07/2013,"3600,0","47190,32","2182,4952000000003","28703,450000000015","2212,835700000007","29325,93999999998","3630,3405000000066","47812,80999999997"
5672,82.70.372-1,04/07/2013,"9159,220000000001","77710,5","6322,790500000003","52321,75","24326,043800000043","206947,30000000016","27162,47330000004","232336,05000000016"
5673,82.53.475-0,04/07/2013,"0,0","0,0","38,6534","105,53","15787,45569999997","43101,92999999988","15748,80229999997","42996,39999999988"
5674,82.60.353-0,04/07/2013,"30,0","199,44","304,0","2020,9300000000003","5398,0","37420,52999999999","5124,0","35599,03999999999"
5675,82.63.660-9,04/07/2013,"4,7","51,65","52,67020000000001","578,8","6839,698600000002","75162,79999999999","6791,728400000003","74635,64999999998"
5676,82.81.160-5,04/07/2013,"18744,0","44571,83","9767,948700000008","23224,21999999999","19346,284799999918","45997,05000000007","28322,336099999913","67344,66000000008"
5677,62.51.311-0,04/07/2013,"0,0","0,0","56,0","6399,9800000000005","1424,0","159303,32000000004","1368,0","152903,34000000003"
5678,63.41.311-9,04/07/2013,"0,0","0,0","25,0","2233,18","622,0","55431,920000000064","597,0","53198,74000000006"
5679,66.31.174-0,04/07/2013,"0,0","0,0","46,0","4876,969999999999","768,0","83515,64999999997","722,0","78638,67999999996"
5680,69.51.202-0,04/07/2013,"0,0","0,0","18,0","5916,05","396,0","127889,77999999991","378,0","121973,72999999991"
5681,70.25.162-0,04/07/2013,"0,0","0,0","5,0","1115,47","625,0","138302,08","620,0","137186,61"
5682,71.15.272-3,04/07/2013,"0,0","0,0","1,0","262,64","630,0","165044,34999999998","629,0","164781,70999999996"
5683,76.26.200-4,04/07/2013,"0,0","0,0","8,0","2558,0","617,0","197047,42000000004","609,0","194489,42000000004"
5684,77.33.242-1,04/07/2013,"0,0","0,0","3,0","2565,98","323,0","276269,4999999998","320,0","273703,51999999984"
5685,10.01.206-6,04/07/2013,"0,0","0,0","1045,7234","2383,6899999999996","3854,0804000000003","8065,839999999982","2808,357","5682,149999999982"
5686,47.11.014-9,04/07/2013,"0,0","0,0","538,0","383,43","1986,0","44609,32000000001","1448,0","44225,89000000001"
5687,JVB-301-01,04/07/2013,"0,0","0,0","204,0","1355,89","2190,0","14531,800000000008","1986,0","13175,910000000009"
5688,41.01.053-3,04/07/2013,"0,0","0,0","88,0","22,83","40713,0","10598,959999999997","40625,0","10576,129999999997"
5689,41.02.051-2,04/07/2013,"30,0","2,74","3672,0","334,83","125412,0","10851,769999999997","121770,0","10519,679999999997"
5690,41.26.232-0,04/07/2013,"20,0","421,11","154,0","3278,42","444,0","9551,770000000006","310,0","6694,460000000006"
5691,80.03.104-1,05/07/2013,"0,0","0,0","6080,4632","13082,66","108494,7731","231446,00999999986","102414,30990000001","218363,34999999986"
5692,81.30.019-4,05/07/2013,"0,0","0,0","144,0","2065,14","6723,0","96415,91000000006","6579,0","94350,77000000006"
5693,82.10.355-4,05/07/2013,"648,0","8522,28","1060,492","13947,250000000004","3630,3405000000066","47812,80999999997","3217,8485000000064","42387,83999999997"
5694,82.70.372-1,05/07/2013,"0,0","0,0","987,9978999999998","8175,8200000000015","27162,47330000004","232336,05000000016","26174,475400000043","224160,23000000016"
5695,82.53.475-0,05/07/2013,"29,4621","80,44","657,8701","1796,12","15748,80229999997","42996,39999999988","15120,39429999997","41280,71999999988"
5696,82.60.353-0,05/07/2013,"74,0","491,93","394,0","2619,2200000000007","5124,0","35599,03999999999","4804,0","33471,74999999999"
5697,82.63.660-9,05/07/2013,"85,62349999999999","940,94","170,1104","1869,38","6791,728400000003","74635,64999999998","6707,241500000003","73707,20999999998"
5698,82.81.160-5,05/07/2013,"0,0","0,0","7,866499999999999","18,7","28322,336099999913","67344,66000000008","28314,469599999913","67325,96000000008"
5699,61.21.107-1,05/07/2013,"0,0","0,0","6,0","1331,24","339,0","74670,95000000004","333,0","73339,71000000004"
5700,62.51.311-0,05/07/2013,"0,0","0,0","66,0","7542,810000000001","1368,0","152903,34000000003","1302,0","145360,53000000003"
5701,63.41.311-9,05/07/2013,"187,0","16758,77","101,0","9022,079999999998","597,0","53198,74000000006","683,0","60935,430000000066"
5702,66.31.174-0,05/07/2013,"0,0","0,0","32,0","3392,6499999999996","722,0","78638,67999999996","690,0","75246,02999999997"
5703,69.51.202-0,05/07/2013,"0,0","0,0","14,0","4601,38","378,0","121973,72999999991","364,0","117372,3499999999"
5704,70.25.162-0,05/07/2013,"0,0","0,0","12,0","2677,14","620,0","137186,61","608,0","134509,46999999997"
5705,71.15.272-3,05/07/2013,"0,0","0,0","13,0","3414,35","629,0","164781,70999999996","616,0","161367,35999999996"
5706,76.26.200-4,05/07/2013,"0,0","0,0","5,0","1610,76","609,0","194489,42000000004","604,0","192878,66000000003"
5707,77.33.242-1,05/07/2013,"0,0","0,0","1,0","855,33","320,0","273703,51999999984","319,0","272848,1899999998"
5708,10.01.206-6,05/07/2013,"0,0","0,0","1112,4959999999999","2535,89","2808,357","5682,149999999982","1695,861","3146,2599999999825"
5709,10.01.369-0,05/07/2013,"0,0","0,0","6,8735","13,53","5007,799699999998","11650,859999999997","5000,926199999998","11637,329999999996"
5710,47.05.018-9,05/07/2013,"0,0","0,0","109,0","1887,24","459,0","6915,500000000018","350,0","5028,260000000018"
5711,47.11.014-9,05/07/2013,"0,0","0,0","259,0","184,62","1448,0","44225,89000000001","1189,0","44041,270000000004"
5712,JVB-301-01,05/07/2013,"0,0","0,0","425,0","2824,7599999999998","1986,0","13175,910000000009","1561,0","10351,150000000009"
5713,41.01.053-3,05/07/2013,"0,0","0,0","112,0","29,03","40625,0","10576,129999999997","40513,0","10547,099999999997"
5714,41.02.051-2,05/07/2013,"0,0","0,0","3453,0","314,81","121770,0","10519,679999999997","118317,0","10204,869999999997"
5715,41.26.232-0,05/07/2013,"829,0","17482,85","49,0","1043,14","310,0","6694,460000000006","1090,0","23134,170000000006"
5716,41.67.008-8,05/07/2013,"729,0","2693,48","729,0","2693,48","2754,0","10261,159999999998","2754,0","10261,159999999998"
5717,41.73.019-6,05/07/2013,"207,0","673,62","207,0","673,62","2075,0","7575,83","2075,0","7575,830000000001"
5718,80.03.104-1,06/07/2013,"191,2359","0,02","0,0","0,0","102414,30990000001","218363,34999999986","102605,5458","218363,36999999985"
5719,81.30.019-4,06/07/2013,"0,0","0,0","113,0","0,02","6579,0","94350,77000000006","6466,0","94350,75000000006"
5720,82.10.355-4,06/07/2013,"31,5093","414,4","0,0","0,0","3217,8485000000064","42387,83999999997","3249,3578000000066","42802,23999999997"
5721,82.70.372-1,06/07/2013,"1456,8057","0,28","0,0","0,0","26174,475400000043","224160,23000000016","27631,281100000044","224160,51000000015"
5722,82.53.405-9,06/07/2013,"72,61019999999999","365,87","31,8","160,24","23592,18860000003","119197,3300000001","23632,99880000003","119402,9600000001"
5723,82.53.475-0,06/07/2013,"0,0","0,0","1514,4158","0,27999999999999997","15120,39429999997","41280,71999999988","13605,97849999997","41280,43999999988"
5724,82.60.353-0,06/07/2013,"496,0","0,08","35,0","232,67","4804,0","33471,74999999999","5265,0","33239,159999999996"
5725,82.63.660-9,06/07/2013,"1,2425","13,66","224,3177","923,8","6707,241500000003","73707,20999999998","6484,1663000000035","72797,06999999998"
5726,82.81.160-5,06/07/2013,"0,0","0,0","2099,8036","0,42","28314,469599999913","67325,96000000008","26214,665999999914","67325,54000000008"
5727,10.01.206-6,06/07/2013,"0,0","0,0","752,922","0,14","1695,861","3146,2599999999825","942,9390000000001","3146,1199999999826"
5728,10.01.369-0,06/07/2013,"913,0738","0,18","0,0","0,0","5000,926199999998","11637,329999999996","5913,999999999998","11637,509999999997"
5729,47.05.018-9,06/07/2013,"0,0","0,0","186,0","0,02","350,0","5028,260000000018","164,0","5028,240000000018"
5730,47.11.014-9,06/07/2013,"175,0","0,02","0,0","0,0","1189,0","44041,270000000004","1364,0","44041,29"
5731,JVB-301-01,06/07/2013,"0,0","0,0","26,0","172,81","1561,0","10351,150000000009","1535,0","10178,34000000001"
5732,41.01.053-3,06/07/2013,"151,0","0,02","0,0","0,0","40513,0","10547,099999999997","40664,0","10547,119999999997"
5733,41.02.051-2,06/07/2013,"0,0","0,0","6396,0","1,26","118317,0","10204,869999999997","111921,0","10203,609999999997"
5734,41.26.232-0,06/07/2013,"0,0","0,0","62,0","1319,88","1090,0","23134,170000000006","1028,0","21814,290000000005"
5735,41.67.008-8,06/07/2013,"177,0","0,02","0,0","0,0","2754,0","10261,159999999998","2931,0","10261,179999999998"
5736,41.73.019-6,06/07/2013,"700,0","0,14","0,0","0,0","2075,0","7575,830000000001","2775,0","7575,970000000001"
5737,81.30.019-4,10/07/2013,"1900,0","28374,45","1232,0","17668,340000000004","6466,0","94350,75000000006","7134,0","105056,86000000004"
5738,82.10.355-4,10/07/2013,"0,0","0,0","296,27580000000006","3896,53","3249,3578000000066","42802,23999999997","2953,0820000000067","38905,70999999997"
5739,82.70.372-1,10/07/2013,"934,58","7733,74","1754,3464000000001","14517,409999999996","27631,281100000044","224160,51000000015","26811,514700000047","217376,84000000014"
5740,82.53.405-9,10/07/2013,"5297,88","26695,28","5297,88","26695,28","23632,99880000003","119402,9600000001","23632,99880000003","119402,96000000011"
5741,82.53.475-0,10/07/2013,"552,72","1509,04","597,1501000000001","1630,35","13605,97849999997","41280,43999999988","13561,548399999969","41159,12999999988"
5742,82.60.353-0,10/07/2013,"2500,0","16991,25","1852,0","12311,609999999999","5265,0","33239,159999999996","5913,0","37918,799999999996"
5743,82.63.660-9,10/07/2013,"724,317","7959,67","761,9868","8373,630000000001","6484,1663000000035","72797,06999999998","6446,496500000004","72383,10999999997"
5744,82.81.160-5,10/07/2013,"1171,5","2785,36","3036,2895","7218,980000000003","26214,665999999914","67325,54000000008","24349,876499999915","62891,92000000008"
5745,62.51.311-0,10/07/2013,"217,0","25378,53","38,0","4342,83","1302,0","145360,53000000003","1481,0","166396,23000000004"
5746,63.41.311-9,10/07/2013,"46,0","4122,48","3,0","267,98","683,0","60935,430000000066","726,0","64789,93000000006"
5747,66.31.174-0,10/07/2013,"0,0","0,0","2,0","212,04","690,0","75246,02999999997","688,0","75033,98999999998"
5748,69.51.202-0,10/07/2013,"0,0","0,0","17,0","5587,389999999999","364,0","117372,3499999999","347,0","111784,9599999999"
5749,71.15.272-3,10/07/2013,"0,0","0,0","1,0","262,64","616,0","161367,35999999996","615,0","161104,71999999994"
5750,76.26.200-4,10/07/2013,"0,0","0,0","1,0","322,15","604,0","192878,66000000003","603,0","192556,51000000004"
5751,10.01.206-6,10/07/2013,"2451,2956","5333,57","490,1297","1117,23","942,9390000000001","3146,1199999999826","2904,1049","7362,459999999983"
5752,47.05.018-9,10/07/2013,"0,0","0,0","156,0","2700,99","164,0","5028,240000000018","8,0","2327,250000000018"
5753,47.11.014-9,10/07/2013,"0,0","0,0","452,0","322,09000000000003","1364,0","44041,29","912,0","43719,200000000004"
5754,JVB-301-01,10/07/2013,"0,0","0,0","469,0","3117,1899999999996","1535,0","10178,34000000001","1066,0","7061,15000000001"
5755,41.01.053-3,10/07/2013,"0,0","0,0","28,0","7,25","40664,0","10547,119999999997","40636,0","10539,869999999997"
5756,41.02.051-2,10/07/2013,"30000,0","2735,1","33290,0","3035,02","111921,0","10203,609999999997","108631,0","9903,689999999997"
5757,80.03.104-1,11/07/2013,"10250,0","22053,8","12989,6724","27948,449999999997","102605,5458","218363,36999999985","99865,87340000001","212468,71999999986"
5758,81.30.019-4,11/07/2013,"275,0","3943,83","484,0","6941,14","7134,0","105056,86000000004","6925,0","102059,55000000005"
5759,82.10.355-4,11/07/2013,"576,0","7575,36","932,8085000000001","12267,96","2953,0820000000067","38905,70999999997","2596,2735000000066","34213,10999999997"
5760,82.70.372-1,11/07/2013,"748,0","6189,77","1640,8711000000003","13578,35","26811,514700000047","217376,84000000014","25918,643600000047","209988,26000000013"
5761,82.53.405-9,11/07/2013,"0,0","0,0","2813,2479999999996","14175,56","23632,99880000003","119402,96000000011","20819,75080000003","105227,40000000011"
5762,82.53.475-0,11/07/2013,"44,415","121,26","44,415","121,26","13561,548399999969","41159,12999999988","13561,548399999969","41159,12999999988"
5763,82.60.353-0,11/07/2013,"750,0","4985,8","882,0","5863,29","5913,0","37918,799999999996","5781,0","37041,31"
5764,82.63.660-9,11/07/2013,"0,0","0,0","440,3871","4839,5","6446,496500000004","72383,10999999997","6006,109400000004","67543,60999999997"
5765,82.81.160-5,11/07/2013,"21087,0","50142,55","13055,094099999991","31039,85000000002","24349,876499999915","62891,92000000008","32381,78239999992","81994,62000000007"
5766,61.21.107-1,11/07/2013,"0,0","0,0","51,0","11315,5","333,0","73339,71000000004","282,0","62024,210000000036"
5767,62.51.311-0,11/07/2013,"203,0","23741,21","102,0","11657,07","1481,0","166396,23000000004","1582,0","178480,37000000002"
5768,63.41.311-9,11/07/2013,"1,0","89,62","16,0","1429,24","726,0","64789,93000000006","711,0","63450,31000000006"
5769,66.31.174-0,11/07/2013,"0,0","0,0","12,0","1272,24","688,0","75033,98999999998","676,0","73761,74999999997"
5770,69.51.202-0,11/07/2013,"0,0","0,0","30,0","9860,1","347,0","111784,9599999999","317,0","101924,8599999999"
5771,70.25.162-0,11/07/2013,"0,0","0,0","7,0","1561,6699999999998","608,0","134509,46999999997","601,0","132947,79999999996"
5772,74.62.201-1,11/07/2013,"0,0","0,0","1,0","1489,72","85,0","128439,84999999993","84,0","126950,12999999993"
5773,76.26.200-4,11/07/2013,"0,0","0,0","5,0","1610,76","603,0","192556,51000000004","598,0","190945,75000000003"
5774,77.33.242-1,11/07/2013,"0,0","0,0","4,0","3421,31","319,0","272848,1899999998","315,0","269426,87999999983"
5775,10.01.206-6,11/07/2013,"688,4666","1648,85","996,3002000000001","2271,02","2904,1049","7362,459999999983","2596,2713","6740,289999999983"
5776,47.11.014-9,11/07/2013,"6000,0","4631,900000000001","3172,0","2260,37","912,0","43719,200000000004","3740,0","46090,73"
5777,JVB-301-01,11/07/2013,"0,0","0,0","490,0","3256,7799999999997","1066,0","7061,15000000001","576,0","3804,37000000001"
5778,41.01.053-3,11/07/2013,"0,0","0,0","28,0","7,260000000000001","40636,0","10539,869999999997","40608,0","10532,609999999997"
5779,41.02.051-2,11/07/2013,"0,0","0,0","4096,0","373,4399999999999","108631,0","9903,689999999997","104535,0","9530,249999999996"
5780,41.67.008-8,11/07/2013,"3960,0","14766,369999999999","0,0","0,0","2931,0","10261,179999999998","6891,0","25027,549999999996"
5781,41.73.019-6,11/07/2013,"50,0","180,51","0,0","0,0","2775,0","7575,970000000001","2825,0","7756,480000000001"
5782,81.30.019-4,12/07/2013,"200,0","2868,24","302,0","4331,03","6925,0","102059,55000000005","6823,0","100596,76000000005"
5783,82.10.355-4,12/07/2013,"576,0","7575,36","1011,4379","13302,09","2596,2735000000066","34213,10999999997","2160,8356000000067","28486,379999999972"
5784,82.70.372-1,12/07/2013,"935,0672000000001","7737,7699999999995","1768,5516999999995","14634,940000000002","25918,643600000047","209988,26000000013","25085,159100000048","203091,0900000001"
5785,82.53.405-9,12/07/2013,"0,0","0,0","2395,569","12070,94","20819,75080000003","105227,40000000011","18424,18180000003","93156,46000000011"
5786,82.53.475-0,12/07/2013,"9149,49","24952,75","4633,9310000000005","12651,560000000001","13561,548399999969","41159,12999999988","18077,107399999968","53460,31999999989"
5787,82.60.353-0,12/07/2013,"36,0","239,32","148,0","983,8700000000001","5781,0","37041,31","5669,0","36296,759999999995"
5788,82.63.660-9,12/07/2013,"937,7365000000001","10304,98","993,0674000000001","10913,029999999999","6006,109400000004","67543,60999999997","5950,778500000004","66935,55999999997"
5789,82.81.160-5,12/07/2013,"2343,0","5570,72","4653,927900000001","11065,25","32381,78239999992","81994,62000000007","30070,85449999992","76500,09000000007"
5790,61.21.107-1,12/07/2013,"0,0","0,0","2,0","443,74","282,0","62024,210000000036","280,0","61580,47000000004"
5791,62.51.311-0,12/07/2013,"0,0","0,0","49,0","5599,959999999999","1582,0","178480,37000000002","1533,0","172880,41000000003"
5792,63.41.311-9,12/07/2013,"0,0","0,0","8,0","714,6099999999999","711,0","63450,31000000006","703,0","62735,70000000006"
5793,66.31.174-0,12/07/2013,"0,0","0,0","8,0","848,16","676,0","73761,74999999997","668,0","72913,58999999997"
5794,69.51.202-0,12/07/2013,"0,0","0,0","15,0","4930,05","317,0","101924,8599999999","302,0","96994,8099999999"
5795,70.25.162-0,12/07/2013,"0,0","0,0","24,0","5354,28","601,0","132947,79999999996","577,0","127593,51999999996"
5796,71.15.272-3,12/07/2013,"0,0","0,0","1,0","262,64","615,0","161104,71999999994","614,0","160842,07999999993"
5797,74.62.201-1,12/07/2013,"0,0","0,0","4,0","5958,860000000001","84,0","126950,12999999993","80,0","120991,26999999993"
5798,76.26.200-4,12/07/2013,"0,0","0,0","4,0","1288,6","598,0","190945,75000000003","594,0","189657,15000000002"
5799,10.01.206-6,12/07/2013,"0,0","0,0","35,4872","80,89","2596,2713","6740,289999999983","2560,7841","6659,399999999982"
5800,47.05.018-9,12/07/2013,"317,0","4863,98","7,0","121,2","8,0","2327,250000000018","318,0","7070,030000000018"
5801,47.11.014-9,12/07/2013,"0,0","0,0","286,0","203,83","3740,0","46090,73","3454,0","45886,9"
5802,JVB-301-01,12/07/2013,"574,0","3817,59","160,0","1063,43","576,0","3804,37000000001","990,0","6558,53000000001"
5803,41.01.053-3,12/07/2013,"0,0","0,0","100,0","25,94","40608,0","10532,609999999997","40508,0","10506,669999999996"
5804,41.02.051-2,12/07/2013,"48,0","4,38","4058,0","370,02000000000004","104535,0","9530,249999999996","100525,0","9164,609999999995"
5805,41.67.008-8,12/07/2013,"3487,0","13008,96","1550,0","5726,88","6891,0","25027,549999999996","8828,0","32309,629999999994"
5806,41.73.019-6,12/07/2013,"0,0","0,0","450,0","1464,38","2825,0","7756,480000000001","2375,0","6292,100000000001"
5807,82.63.660-9,13/07/2013,"0,0","0,0","168,76510000000002","1854,6","5950,778500000004","66935,55999999997","5782,013400000004","65080,95999999997"
5808,80.03.104-1,15/07/2013,"0,0","0,0","6874,5895","14791,3","99865,87340000001","212468,71999999986","92991,28390000001","197677,41999999987"
5809,81.30.019-4,15/07/2013,"200,0","2868,24","275,0","3943,8199999999997","6823,0","100596,76000000005","6748,0","99521,18000000005"
5810,82.10.355-4,15/07/2013,"5040,0","69610,47","3154,041200000001","41480,899999999994","2160,8356000000067","28486,379999999972","4046,7944000000057","56615,94999999998"
5811,82.70.372-1,15/07/2013,"3738,32","32887,28","2662,6615000000006","22033,789999999994","25085,159100000048","203091,0900000001","26160,817600000046","213944,58000000013"
5812,82.53.405-9,15/07/2013,"11848,68","59620,68000000001","6139,688999999999","30937,030000000002","18424,18180000003","93156,46000000011","24133,172800000033","121840,11000000013"
5813,82.53.475-0,15/07/2013,"10420,7848","28418,35","5259,220499999999","14358,709999999997","18077,107399999968","53460,31999999989","23238,671699999966","67519,9599999999"
5814,82.60.353-0,15/07/2013,"0,0","0,0","102,0","678,07","5669,0","36296,759999999995","5567,0","35618,689999999995"
5815,82.63.660-9,15/07/2013,"0,0","0,0","557,5897","6127,44","5782,013400000004","65080,95999999997","5224,423700000005","58953,51999999997"
5816,82.81.160-5,15/07/2013,"1171,5","2785,36","2356,547399999999","5602,91","30070,85449999992","76500,09000000007","28885,80709999992","73682,54000000007"
5817,62.51.311-0,15/07/2013,"0,0","0,0","20,0","2285,68","1533,0","172880,41000000003","1513,0","170594,73000000004"
5818,63.41.311-9,15/07/2013,"0,0","0,0","13,0","1161,26","703,0","62735,70000000006","690,0","61574,44000000006"
5819,66.31.174-0,15/07/2013,"0,0","0,0","2,0","212,04","668,0","72913,58999999997","666,0","72701,54999999997"
5820,70.25.162-0,15/07/2013,"0,0","0,0","3,0","669,28","577,0","127593,51999999996","574,0","126924,23999999996"
5821,71.15.272-3,15/07/2013,"0,0","0,0","1,0","262,64","614,0","160842,07999999993","613,0","160579,43999999992"
5822,74.62.201-1,15/07/2013,"0,0","0,0","5,0","7448,58","80,0","120991,26999999993","75,0","113542,68999999993"
5823,76.26.200-4,15/07/2013,"0,0","0,0","3,0","966,4499999999999","594,0","189657,15000000002","591,0","188690,7"
5824,10.01.206-6,15/07/2013,"0,0","0,0","1047,3604","2387,42","2560,7841","6659,399999999982","1513,4236999999998","4271,979999999982"
5825,47.05.018-9,15/07/2013,"33,0","506,35","2,0","34,63","318,0","7070,030000000018","349,0","7541,750000000018"
5826,47.11.014-9,15/07/2013,"0,0","0,0","446,0","317,84","3454,0","45886,9","3008,0","45569,060000000005"
5827,JVB-301-01,15/07/2013,"1229,0","8173,62","140,0","930,5000000000001","990,0","6558,53000000001","2079,0","13801,650000000009"
5828,41.01.053-3,15/07/2013,"0,0","0,0","100,0","25,939999999999998","40508,0","10506,669999999996","40408,0","10480,729999999996"
5829,41.02.051-2,15/07/2013,"0,0","0,0","3660,0","333,7900000000001","100525,0","9164,609999999995","96865,0","8830,819999999994"
5830,41.67.008-8,15/07/2013,"207,0","772,26","3906,0","14431,73","8828,0","32309,629999999994","5129,0","18650,159999999993"
5831,80.03.104-1,16/07/2013,"0,0","0,0","31,173","67,07","92991,28390000001","197677,41999999987","92960,11090000001","197610,34999999986"
5832,81.30.019-4,16/07/2013,"0,0","0,0","194,0","2782,1899999999996","6748,0","99521,18000000005","6554,0","96738,99000000005"
5833,82.10.355-4,16/07/2013,"504,0","6628,44","849,9195","11177,849999999999","4046,7944000000057","56615,94999999998","3700,874900000006","52066,539999999986"
5834,82.70.372-1,16/07/2013,"1682,58","13923,51","2605,4435000000003","21560,300000000003","26160,817600000046","213944,58000000013","25237,954100000046","206307,79000000015"
5835,82.53.405-9,16/07/2013,"6111,96","30797,31","6111,96","30797,31","24133,172800000033","121840,11000000013","24133,172800000033","121840,11000000013"
5836,82.53.475-0,16/07/2013,"9774,2999","26685,79","9774,2999","26685,79","23238,671699999966","67519,9599999999","23238,67169999997","67519,9599999999"
5837,82.60.353-0,16/07/2013,"0,0","0,0","168,0","1116,84","5567,0","35618,689999999995","5399,0","34501,85"
5838,82.63.660-9,16/07/2013,"0,0","0,0","0,7082","7,78","5224,423700000005","58953,51999999997","5223,715500000005","58945,73999999997"
5839,82.81.160-5,16/07/2013,"1171,5","2785,36","2422,6342999999997","5760,030000000001","28885,80709999992","73682,54000000007","27634,67279999992","70707,87000000007"
5840,61.21.107-1,16/07/2013,"0,0","0,0","15,0","3328,1","280,0","61580,47000000004","265,0","58252,37000000004"
5841,62.51.311-0,16/07/2013,"0,0","0,0","41,0","4685,66","1513,0","170594,73000000004","1472,0","165909,07000000004"
5842,63.41.311-9,16/07/2013,"0,0","0,0","8,0","714,61","690,0","61574,44000000006","682,0","60859,83000000006"
5843,66.31.174-0,16/07/2013,"108,0","11537,630000000001","7,0","742,14","666,0","72701,54999999997","767,0","83497,03999999998"
5844,69.51.202-0,16/07/2013,"0,0","0,0","7,0","2300,69","302,0","96994,8099999999","295,0","94694,1199999999"
5845,74.62.201-1,16/07/2013,"0,0","0,0","3,0","4469,14","75,0","113542,68999999993","72,0","109073,54999999993"
5846,76.26.200-4,16/07/2013,"0,0","0,0","7,0","2255,05","591,0","188690,7","584,0","186435,65000000002"
5847,10.01.206-6,16/07/2013,"0,0","0,0","902,4548000000001","2057,11","1513,4236999999998","4271,979999999982","610,9688999999997","2214,869999999982"
5848,47.05.018-9,16/07/2013,"88,0","1350,26","231,0","3999,54","349,0","7541,750000000018","206,0","4892,470000000018"
5849,47.11.014-9,16/07/2013,"6000,0","4560,71","3396,0","2420,0","3008,0","45569,060000000005","5612,0","47709,770000000004"
5850,JVB-301-01,16/07/2013,"734,0","4881,7","179,0","1189,71","2079,0","13801,650000000009","2634,0","17493,64000000001"
5851,41.01.053-3,16/07/2013,"0,0","0,0","104,0","26,96","40408,0","10480,729999999996","40304,0","10453,769999999997"
5852,41.02.051-2,16/07/2013,"42,0","3,83","3902,0","355,7800000000001","96865,0","8830,819999999994","93005,0","8478,869999999994"
5853,41.67.008-8,16/07/2013,"0,0","0,0","992,0","3665,2","5129,0","18650,159999999993","4137,0","14984,959999999992"
5854,80.03.104-1,17/07/2013,"0,0","0,0","19,8343","42,67","92960,11090000001","197610,34999999986","92940,27660000001","197567,67999999985"
5855,81.30.019-4,17/07/2013,"150,0","2151,18","171,0","2452,35","6554,0","96738,99000000005","6533,0","96437,82000000004"
5856,82.10.355-4,17/07/2013,"0,0","0,0","338,54060000000004","4452,39","3700,874900000006","52066,539999999986","3362,334300000006","47614,14999999999"
5857,82.70.372-1,17/07/2013,"0,0","0,0","812,8842000000001","6726,720000000001","25237,954100000046","206307,79000000015","24425,069900000046","199581,07000000015"
5858,82.53.405-9,17/07/2013,"66,624","335,71000000000004","390,4545","1967,45","24133,172800000033","121840,11000000013","23809,342300000033","120208,37000000014"
5859,82.53.475-0,17/07/2013,"10481,94","28584,97","5240,97","14308,9","23238,67169999997","67519,9599999999","28479,64169999997","81796,02999999991"
5860,82.60.353-0,17/07/2013,"4000,0","27275,629999999997","2188,0","14545,23","5399,0","34501,85","7211,0","47232,25"
5861,82.63.660-9,17/07/2013,"715,2075","7859,56","1009,5954000000002","11094,66","5223,715500000005","58945,73999999997","4929,327600000004","55710,63999999997"
5862,82.81.160-5,17/07/2013,"11715,0","27853,58","13069,943299999999","31075,14","27634,67279999992","70707,87000000007","26279,72949999992","67486,31000000007"
5863,61.21.107-1,17/07/2013,"59,0","13137,25","3,0","665,61","265,0","58252,37000000004","321,0","70724,01000000004"
5864,62.51.311-0,17/07/2013,"2,0","223,85","54,0","6171,38","1472,0","165909,07000000004","1420,0","159961,54000000004"
5865,63.41.311-9,17/07/2013,"0,0","0,0","30,0","2679,81","682,0","60859,83000000006","652,0","58180,02000000006"
5866,66.31.174-0,17/07/2013,"19,0","2029,91","12,0","1272,25","767,0","83497,03999999998","774,0","84254,69999999998"
5867,69.51.202-0,17/07/2013,"0,0","0,0","6,0","1972,02","295,0","94694,1199999999","289,0","92722,09999999989"
5868,70.25.162-0,17/07/2013,"0,0","0,0","78,0","17401,41","574,0","126924,23999999996","496,0","109522,82999999996"
5869,71.15.272-3,17/07/2013,"0,0","0,0","1,0","262,64","613,0","160579,43999999992","612,0","160316,7999999999"
5870,74.62.201-1,17/07/2013,"19,0","27799,0","5,0","7448,56","72,0","109073,54999999993","86,0","129423,98999999993"
5871,76.26.200-4,17/07/2013,"0,0","0,0","9,0","2899,3599999999997","584,0","186435,65000000002","575,0","183536,29000000004"
5872,77.33.242-1,17/07/2013,"0,0","0,0","8,0","6842,59","315,0","269426,87999999983","307,0","262584,2899999998"
5873,10.01.206-6,17/07/2013,"5588,8279","12161,7","587,1562","1338,4","610,9688999999997","2214,869999999982","5612,6406","13038,169999999984"
5874,47.05.018-9,17/07/2013,"0,0","0,0","142,0","2458,58","206,0","4892,470000000018","64,0","2433,8900000000185"
5875,47.11.014-9,17/07/2013,"0,0","0,0","368,0","262,26","5612,0","47709,770000000004","5244,0","47447,51"
